"k","signal_mode","method","beta","power_smooth"
2,"abundance","GLaD_0.5_unweighted",0.05,0.0486185860520657
2,"abundance","GLaD_0.5_unweighted",0.0547738693467337,0.0481140520411005
2,"abundance","GLaD_0.5_unweighted",0.0595477386934673,0.0476208502245008
2,"abundance","GLaD_0.5_unweighted",0.064321608040201,0.0471391063731372
2,"abundance","GLaD_0.5_unweighted",0.0690954773869347,0.0466689402191314
2,"abundance","GLaD_0.5_unweighted",0.0738693467336684,0.0462104652351904
2,"abundance","GLaD_0.5_unweighted",0.078643216080402,0.0457637884093162
2,"abundance","GLaD_0.5_unweighted",0.0834170854271357,0.0453290100142639
2,"abundance","GLaD_0.5_unweighted",0.0881909547738693,0.0449062233710012
2,"abundance","GLaD_0.5_unweighted",0.092964824120603,0.0444955146052746
2,"abundance","GLaD_0.5_unweighted",0.0977386934673367,0.0440969623962261
2,"abundance","GLaD_0.5_unweighted",0.10251256281407,0.0437106347185546
2,"abundance","GLaD_0.5_unweighted",0.107286432160804,0.0433365311188458
2,"abundance","GLaD_0.5_unweighted",0.112060301507538,0.0429745892615642
2,"abundance","GLaD_0.5_unweighted",0.116834170854271,0.0426247408606478
2,"abundance","GLaD_0.5_unweighted",0.121608040201005,0.0422869138946339
2,"abundance","GLaD_0.5_unweighted",0.126381909547739,0.0419610326139994
2,"abundance","GLaD_0.5_unweighted",0.131155778894472,0.0416470175456611
2,"abundance","GLaD_0.5_unweighted",0.135929648241206,0.0413447854956032
2,"abundance","GLaD_0.5_unweighted",0.14070351758794,0.0410542495509047
2,"abundance","GLaD_0.5_unweighted",0.145477386934673,0.0407753190828047
2,"abundance","GLaD_0.5_unweighted",0.150251256281407,0.04050789975406
2,"abundance","GLaD_0.5_unweighted",0.155025125628141,0.0402519030610382
2,"abundance","GLaD_0.5_unweighted",0.159798994974874,0.0400072702145218
2,"abundance","GLaD_0.5_unweighted",0.164572864321608,0.0397739478371428
2,"abundance","GLaD_0.5_unweighted",0.169346733668342,0.0395518811992609
2,"abundance","GLaD_0.5_unweighted",0.174120603015075,0.0393410142589759
2,"abundance","GLaD_0.5_unweighted",0.178894472361809,0.0391412897195219
2,"abundance","GLaD_0.5_unweighted",0.183668341708543,0.0389526491076878
2,"abundance","GLaD_0.5_unweighted",0.188442211055276,0.0387750328775736
2,"abundance","GLaD_0.5_unweighted",0.19321608040201,0.0386083805447736
2,"abundance","GLaD_0.5_unweighted",0.197989949748744,0.0384526308570134
2,"abundance","GLaD_0.5_unweighted",0.202763819095477,0.0383077236993396
2,"abundance","GLaD_0.5_unweighted",0.207537688442211,0.0381736271532273
2,"abundance","GLaD_0.5_unweighted",0.212311557788945,0.0380503362357142
2,"abundance","GLaD_0.5_unweighted",0.217085427135678,0.0379378529319708
2,"abundance","GLaD_0.5_unweighted",0.221859296482412,0.0378361861586282
2,"abundance","GLaD_0.5_unweighted",0.226633165829146,0.0377453524555571
2,"abundance","GLaD_0.5_unweighted",0.231407035175879,0.0376653767879592
2,"abundance","GLaD_0.5_unweighted",0.236180904522613,0.0375962934756489
2,"abundance","GLaD_0.5_unweighted",0.240954773869347,0.037538147269202
2,"abundance","GLaD_0.5_unweighted",0.24572864321608,0.0374909945959805
